key,store,AvitoId,Id,Title,Vendor,ImageUrls,VideoURL,Price,GoodsType,Color,Description,Condition,ContactPhone,AdType,Model,Category,Address,RamSize,MemorySize,ManagerName,Box_Sealed,IMEI,StrapType,ProductType,Gender,ProductSubType
284,iSmartChita,4240006810,RLM-3834.4-128.BL,realme Note 50 128 ГБ/4 ГБ голубой,realme,http://res.cloudinary.com/avitophoto/image/upload/v1707204692/RLM-3834.4-128.BL/6_bvmylm.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1707204693/RLM-3834.4-128.BL/1_uuyblf.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1707204693/RLM-3834.4-128.BL/2_ugrkx7.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1707204693/RLM-3834.4-128.BL/3_e8s2nf.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1707204693/RLM-3834.4-128.BL/4_jw214v.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1707204693/RLM-3834.4-128.BL/5_trrs61.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1707204693/RLM-3834.4-128.BL/7_zt4ie3.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1707204695/RLM-3834.4-128.BL/8_qguc12.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1707204698/RLM-3834.4-128.BL/9_xgsvpj.jpg,,7990,Мобильные телефоны,голубой,"<p>___________________________________</p> 
<p>Все модели, цвета и объемы памяти в полном ассортименте, а также сопутствующие аксессуары к ним в НАЛИЧИИ, Вы найдёте в нашем профиле и в нашем салоне iSmart</p>
<p>🛒Кассовый, товарный и гарантийный талон с серийным номером при покупке.🆕Запечатан, не активирован, новый. </p>
<p>ГАРАНТИЙНОЕ ОБСЛУЖИВАНИЕ в течении года.💵СПОСОБЫ ОПЛАТЫ ⬇️⬇️⬇️✅наличными при получении 💵✅кредит 💰 </p>
<p>🛍Мы продаем только только НОВУЮ и ОРИГИНАЛЬНУЮ технику с гарантией абсолютно на весь товар(проверка по серийному номеру на официальном сайте) </p>
<p>😍Не забудь добавить в ИЗБРАННОЕ и заглянуть в наш ПРОФИЛЬ, всё самое актуальное в полном ассортименте именно там.</p>
<p>🤩ПОДПИШИСЬ, чтобы не пропустить выгодные Акции и новые предложения. </p>
<p>🤑Не откладывай покупку на завтра , ЗВОНИ/ПИШИ прямо сейчас!</p>

",Новое,88005509022,Товар приобретен на продажу,Note 50,Телефоны,"г. Чита, ул. Шилова 100 ТЦ Макси",4 ГБ,128 ГБ,iSmart,Да,864440078632919,,,,
285,iSmartChita,4239963180,RLM-3834.4-128.BK,realme Note 50 128 ГБ/4 ГБ черный,realme,http://res.cloudinary.com/avitophoto/image/upload/v1707204890/RLM-3834.4-128.BK/3_okw1v7.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1707204890/RLM-3834.4-128.BK/4_z8hxea.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1707204890/RLM-3834.4-128.BK/6_rkioeq.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1707204891/RLM-3834.4-128.BK/1_lnd8f5.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1707204891/RLM-3834.4-128.BK/2_cbcvt8.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1707204891/RLM-3834.4-128.BK/5_oin91r.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1707204891/RLM-3834.4-128.BK/7_szgggg.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1707204891/RLM-3834.4-128.BK/8_w3fn2c.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1707204891/RLM-3834.4-128.BK/9_r6iqxh.jpg,,7990,Мобильные телефоны,черный,"<p>___________________________________</p> 
<p>Все модели, цвета и объемы памяти в полном ассортименте, а также сопутствующие аксессуары к ним в НАЛИЧИИ, Вы найдёте в нашем профиле и в нашем салоне iSmart</p>
<p>🛒Кассовый, товарный и гарантийный талон с серийным номером при покупке.🆕Запечатан, не активирован, новый. </p>
<p>ГАРАНТИЙНОЕ ОБСЛУЖИВАНИЕ в течении года.💵СПОСОБЫ ОПЛАТЫ ⬇️⬇️⬇️✅наличными при получении 💵✅кредит 💰 </p>
<p>🛍Мы продаем только только НОВУЮ и ОРИГИНАЛЬНУЮ технику с гарантией абсолютно на весь товар(проверка по серийному номеру на официальном сайте) </p>
<p>😍Не забудь добавить в ИЗБРАННОЕ и заглянуть в наш ПРОФИЛЬ, всё самое актуальное в полном ассортименте именно там.</p>
<p>🤩ПОДПИШИСЬ, чтобы не пропустить выгодные Акции и новые предложения. </p>
<p>🤑Не откладывай покупку на завтра , ЗВОНИ/ПИШИ прямо сейчас!</p>

",Новое,88005509022,Товар приобретен на продажу,Note 50,Телефоны,"г. Чита, ул. Шилова 100 ТЦ Макси",4 ГБ,128 ГБ,iSmart,Да,860644076840416,,,,
286,iSmartChita,4559888096,MZB0H62RU,Xiaomi Redmi 13 128 ГБ/6 Гб золотистый,Xiaomi,http://res.cloudinary.com/avitophoto/image/upload/v1729134756/MZB0H62RU/1_lfmfbe.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1729134756/MZB0H62RU/2_sacjvl.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1729134756/MZB0H62RU/3_u31t2h.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1729134756/MZB0H62RU/4_gofhut.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1729134756/MZB0H62RU/5_tl9qgw.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1729134756/MZB0H62RU/7_j7ripq.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1729134756/MZB0H62RU/8_mpdsuz.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1729134756/MZB0H62RU/9_fb0tdd.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1729134757/MZB0H62RU/6_hb2npm.jpg,,14990,Мобильные телефоны,золотистый,"<p>___________________________________</p> 
<p>Все модели, цвета и объемы памяти в полном ассортименте, а также сопутствующие аксессуары к ним в НАЛИЧИИ, Вы найдёте в нашем профиле и в нашем салоне iSmart</p>
<p>🛒Кассовый, товарный и гарантийный талон с серийным номером при покупке.🆕Запечатан, не активирован, новый. </p>
<p>ГАРАНТИЙНОЕ ОБСЛУЖИВАНИЕ в течении года.💵СПОСОБЫ ОПЛАТЫ ⬇️⬇️⬇️✅наличными при получении 💵✅кредит 💰 </p>
<p>🛍Мы продаем только только НОВУЮ и ОРИГИНАЛЬНУЮ технику с гарантией абсолютно на весь товар(проверка по серийному номеру на официальном сайте) </p>
<p>😍Не забудь добавить в ИЗБРАННОЕ и заглянуть в наш ПРОФИЛЬ, всё самое актуальное в полном ассортименте именно там.</p>
<p>🤩ПОДПИШИСЬ, чтобы не пропустить выгодные Акции и новые предложения. </p>
<p>🤑Не откладывай покупку на завтра , ЗВОНИ/ПИШИ прямо сейчас!</p>

",Новое,88005509022,Товар приобретен на продажу,Redmi 13,Телефоны,"г. Чита, ул. Шилова 100 ТЦ Макси",6 Гб,128 ГБ,iSmart,Да,868333072678028,,,,
287,iSmartChita,4560248745,MZB0H65RU,Xiaomi Redmi 13 128 ГБ/6 Гб розовый,Xiaomi,http://res.cloudinary.com/avitophoto/image/upload/v1729134889/MZB0H65RU/1_rc51kz.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1729134889/MZB0H65RU/2_cslutn.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1729134889/MZB0H65RU/3_xdrce8.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1729134889/MZB0H65RU/4_ez9rnj.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1729134889/MZB0H65RU/5_u25flw.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1729134890/MZB0H65RU/6_gvpjb6.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1729134890/MZB0H65RU/7_gynvof.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1729134890/MZB0H65RU/8_irqjbz.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1729134890/MZB0H65RU/9_n1gsbr.jpg,,14990,Мобильные телефоны,розовый,"<p>___________________________________</p> 
<p>Все модели, цвета и объемы памяти в полном ассортименте, а также сопутствующие аксессуары к ним в НАЛИЧИИ, Вы найдёте в нашем профиле и в нашем салоне iSmart</p>
<p>🛒Кассовый, товарный и гарантийный талон с серийным номером при покупке.🆕Запечатан, не активирован, новый. </p>
<p>ГАРАНТИЙНОЕ ОБСЛУЖИВАНИЕ в течении года.💵СПОСОБЫ ОПЛАТЫ ⬇️⬇️⬇️✅наличными при получении 💵✅кредит 💰 </p>
<p>🛍Мы продаем только только НОВУЮ и ОРИГИНАЛЬНУЮ технику с гарантией абсолютно на весь товар(проверка по серийному номеру на официальном сайте) </p>
<p>😍Не забудь добавить в ИЗБРАННОЕ и заглянуть в наш ПРОФИЛЬ, всё самое актуальное в полном ассортименте именно там.</p>
<p>🤩ПОДПИШИСЬ, чтобы не пропустить выгодные Акции и новые предложения. </p>
<p>🤑Не откладывай покупку на завтра , ЗВОНИ/ПИШИ прямо сейчас!</p>

",Новое,88005509022,Товар приобретен на продажу,Redmi 13,Телефоны,"г. Чита, ул. Шилова 100 ТЦ Макси",6 Гб,128 ГБ,iSmart,Да,860153073895589,,,,
288,iSmartChita,4560470175,MZB0GZ9RU,Xiaomi Redmi 13 128 ГБ/6 Гб черный,Xiaomi,http://res.cloudinary.com/avitophoto/image/upload/v1732156826/MZB0GZ9RU/1_ws349r.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732156827/MZB0GZ9RU/2_npuas2.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732156827/MZB0GZ9RU/3_gnagw1.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732156828/MZB0GZ9RU/4_wm6ks4.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732156829/MZB0GZ9RU/6_exep1b.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732156831/MZB0GZ9RU/7_nfmrof.jpg,,14990,Мобильные телефоны,черный,"<p>___________________________________</p> 
<p>Все модели, цвета и объемы памяти в полном ассортименте, а также сопутствующие аксессуары к ним в НАЛИЧИИ, Вы найдёте в нашем профиле и в нашем салоне iSmart</p>
<p>🛒Кассовый, товарный и гарантийный талон с серийным номером при покупке.🆕Запечатан, не активирован, новый. </p>
<p>ГАРАНТИЙНОЕ ОБСЛУЖИВАНИЕ в течении года.💵СПОСОБЫ ОПЛАТЫ ⬇️⬇️⬇️✅наличными при получении 💵✅кредит 💰 </p>
<p>🛍Мы продаем только только НОВУЮ и ОРИГИНАЛЬНУЮ технику с гарантией абсолютно на весь товар(проверка по серийному номеру на официальном сайте) </p>
<p>😍Не забудь добавить в ИЗБРАННОЕ и заглянуть в наш ПРОФИЛЬ, всё самое актуальное в полном ассортименте именно там.</p>
<p>🤩ПОДПИШИСЬ, чтобы не пропустить выгодные Акции и новые предложения. </p>
<p>🤑Не откладывай покупку на завтра , ЗВОНИ/ПИШИ прямо сейчас!</p>

",Новое,88005509022,Товар приобретен на продажу,Redmi 13,Телефоны,"г. Чита, ул. Шилова 100 ТЦ Макси",6 Гб,128 ГБ,iSmart,Да,860153077031462,,,,
289,iSmartChita,4560424006,MZB0H5WRU,Xiaomi Redmi 13 256 ГБ/8 ГБ золотистый,Xiaomi,http://res.cloudinary.com/avitophoto/image/upload/v1732156974/MZB0H5WRU/1_j96vcj.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732156976/MZB0H5WRU/2_dmadt2.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732156977/MZB0H5WRU/3_vclik3.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732156978/MZB0H5WRU/4_fqke8y.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732156980/MZB0H5WRU/5_fhovmm.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732156981/MZB0H5WRU/6_ofblob.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732156982/MZB0H5WRU/7_mmn0lb.jpg,,16990,Мобильные телефоны,золотистый,"<p>___________________________________</p> 
<p>Все модели, цвета и объемы памяти в полном ассортименте, а также сопутствующие аксессуары к ним в НАЛИЧИИ, Вы найдёте в нашем профиле и в нашем салоне iSmart</p>
<p>🛒Кассовый, товарный и гарантийный талон с серийным номером при покупке.🆕Запечатан, не активирован, новый. </p>
<p>ГАРАНТИЙНОЕ ОБСЛУЖИВАНИЕ в течении года.💵СПОСОБЫ ОПЛАТЫ ⬇️⬇️⬇️✅наличными при получении 💵✅кредит 💰 </p>
<p>🛍Мы продаем только только НОВУЮ и ОРИГИНАЛЬНУЮ технику с гарантией абсолютно на весь товар(проверка по серийному номеру на официальном сайте) </p>
<p>😍Не забудь добавить в ИЗБРАННОЕ и заглянуть в наш ПРОФИЛЬ, всё самое актуальное в полном ассортименте именно там.</p>
<p>🤩ПОДПИШИСЬ, чтобы не пропустить выгодные Акции и новые предложения. </p>
<p>🤑Не откладывай покупку на завтра , ЗВОНИ/ПИШИ прямо сейчас!</p>

",Новое,88005509022,Товар приобретен на продажу,Redmi 13,Телефоны,"г. Чита, ул. Шилова 100 ТЦ Макси",8 ГБ,256 ГБ,iSmart,Да,860153077484067,,,,
290,iSmartChita,4559947160,MZB0H7GRU,Xiaomi Redmi 13 256 ГБ/8 ГБ черный,Xiaomi,http://res.cloudinary.com/avitophoto/image/upload/v1732157076/MZB0H7GRU/1_edyl3m.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157078/MZB0H7GRU/2_popmvd.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157079/MZB0H7GRU/3_e7bctd.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157080/MZB0H7GRU/4_xz97vr.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157082/MZB0H7GRU/5_xa3ta2.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157083/MZB0H7GRU/6_dni11l.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157085/MZB0H7GRU/7_f2qufs.jpg,,16990,Мобильные телефоны,черный,"<p>___________________________________</p> 
<p>Все модели, цвета и объемы памяти в полном ассортименте, а также сопутствующие аксессуары к ним в НАЛИЧИИ, Вы найдёте в нашем профиле и в нашем салоне iSmart</p>
<p>🛒Кассовый, товарный и гарантийный талон с серийным номером при покупке.🆕Запечатан, не активирован, новый. </p>
<p>ГАРАНТИЙНОЕ ОБСЛУЖИВАНИЕ в течении года.💵СПОСОБЫ ОПЛАТЫ ⬇️⬇️⬇️✅наличными при получении 💵✅кредит 💰 </p>
<p>🛍Мы продаем только только НОВУЮ и ОРИГИНАЛЬНУЮ технику с гарантией абсолютно на весь товар(проверка по серийному номеру на официальном сайте) </p>
<p>😍Не забудь добавить в ИЗБРАННОЕ и заглянуть в наш ПРОФИЛЬ, всё самое актуальное в полном ассортименте именно там.</p>
<p>🤩ПОДПИШИСЬ, чтобы не пропустить выгодные Акции и новые предложения. </p>
<p>🤑Не откладывай покупку на завтра , ЗВОНИ/ПИШИ прямо сейчас!</p>

",Новое,88005509022,Товар приобретен на продажу,Redmi 13,Телефоны,"г. Чита, ул. Шилова 100 ТЦ Макси",8 ГБ,256 ГБ,iSmart,Да,868333074487261,,,,
292,iSmartChita,3728282158,MZB0FJXRU,Xiaomi Redmi 13C 128 ГБ/4 ГБ черный,Xiaomi,http://res.cloudinary.com/avitophoto/image/upload/v1705540127/MZB0FJXRU/1_gvykum.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1705540127/MZB0FJXRU/2_rf0xas.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1705540127/MZB0FJXRU/3_gpwlkd.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1705540127/MZB0FJXRU/5_swqdtn.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1705540128/MZB0FJXRU/4_f6fhre.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1705540128/MZB0FJXRU/6_ckeked.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1705540128/MZB0FJXRU/7_ej3i0y.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1705540128/MZB0FJXRU/8_vpoldf.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1705540128/MZB0FJXRU/9_sd3pgh.jpg,,9990,Мобильные телефоны,черный,"<p>___________________________________</p> 
<p>Все модели, цвета и объемы памяти в полном ассортименте, а также сопутствующие аксессуары к ним в НАЛИЧИИ, Вы найдёте в нашем профиле и в нашем салоне iSmart</p>
<p>🛒Кассовый, товарный и гарантийный талон с серийным номером при покупке.🆕Запечатан, не активирован, новый. </p>
<p>ГАРАНТИЙНОЕ ОБСЛУЖИВАНИЕ в течении года.💵СПОСОБЫ ОПЛАТЫ ⬇️⬇️⬇️✅наличными при получении 💵✅кредит 💰 </p>
<p>🛍Мы продаем только только НОВУЮ и ОРИГИНАЛЬНУЮ технику с гарантией абсолютно на весь товар(проверка по серийному номеру на официальном сайте) </p>
<p>😍Не забудь добавить в ИЗБРАННОЕ и заглянуть в наш ПРОФИЛЬ, всё самое актуальное в полном ассортименте именно там.</p>
<p>🤩ПОДПИШИСЬ, чтобы не пропустить выгодные Акции и новые предложения. </p>
<p>🤑Не откладывай покупку на завтра , ЗВОНИ/ПИШИ прямо сейчас!</p>

",Новое,88005509022,Товар приобретен на продажу,Redmi 13C,Телефоны,"г. Чита, ул. Шилова 100 ТЦ Макси",4 ГБ,128 ГБ,iSmart,Да,866280070588349,,,,
294,iSmartChita,4559503401,MZB0FTKRU,Xiaomi Redmi 13 256 ГБ/8 ГБ черный,Xiaomi,http://res.cloudinary.com/avitophoto/image/upload/v1732157348/MZB0FTKRU/1_qojzk1.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157349/MZB0FTKRU/2_knnz5n.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157351/MZB0FTKRU/3_ya193f.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157352/MZB0FTKRU/4_eixaap.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157354/MZB0FTKRU/5_fhs1wp.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157355/MZB0FTKRU/6_dc62rm.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157357/MZB0FTKRU/7_meikhd.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157359/MZB0FTKRU/8_ztduk1.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157360/MZB0FTKRU/9_uouvmi.jpg,,11990,Мобильные телефоны,черный,"<p>___________________________________</p> 
<p>Все модели, цвета и объемы памяти в полном ассортименте, а также сопутствующие аксессуары к ним в НАЛИЧИИ, Вы найдёте в нашем профиле и в нашем салоне iSmart</p>
<p>🛒Кассовый, товарный и гарантийный талон с серийным номером при покупке.🆕Запечатан, не активирован, новый. </p>
<p>ГАРАНТИЙНОЕ ОБСЛУЖИВАНИЕ в течении года.💵СПОСОБЫ ОПЛАТЫ ⬇️⬇️⬇️✅наличными при получении 💵✅кредит 💰 </p>
<p>🛍Мы продаем только только НОВУЮ и ОРИГИНАЛЬНУЮ технику с гарантией абсолютно на весь товар(проверка по серийному номеру на официальном сайте) </p>
<p>😍Не забудь добавить в ИЗБРАННОЕ и заглянуть в наш ПРОФИЛЬ, всё самое актуальное в полном ассортименте именно там.</p>
<p>🤩ПОДПИШИСЬ, чтобы не пропустить выгодные Акции и новые предложения. </p>
<p>🤑Не откладывай покупку на завтра , ЗВОНИ/ПИШИ прямо сейчас!</p>

",Новое,88005509022,Товар приобретен на продажу,Redmi 13,Телефоны,"г. Чита, ул. Шилова 100 ТЦ Макси",8 ГБ,256 ГБ,iSmart,Да,861353077080084,,,,
295,iSmartChita,4560191587,MZB0HXTRU,Xiaomi Redmi 14C 128 ГБ/4 ГБ фиолетовый,Xiaomi,http://res.cloudinary.com/avitophoto/image/upload/v1732157549/MZB0HXTRU/1_fssfys.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157551/MZB0HXTRU/2_lvjkcn.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157553/MZB0HXTRU/3_wze3h2.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157555/MZB0HXTRU/4_b6wlrt.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157556/MZB0HXTRU/5_no8gmw.jpg,,10990,Мобильные телефоны,фиолетовый,"<p>___________________________________</p> 
<p>Все модели, цвета и объемы памяти в полном ассортименте, а также сопутствующие аксессуары к ним в НАЛИЧИИ, Вы найдёте в нашем профиле и в нашем салоне iSmart</p>
<p>🛒Кассовый, товарный и гарантийный талон с серийным номером при покупке.🆕Запечатан, не активирован, новый. </p>
<p>ГАРАНТИЙНОЕ ОБСЛУЖИВАНИЕ в течении года.💵СПОСОБЫ ОПЛАТЫ ⬇️⬇️⬇️✅наличными при получении 💵✅кредит 💰 </p>
<p>🛍Мы продаем только только НОВУЮ и ОРИГИНАЛЬНУЮ технику с гарантией абсолютно на весь товар(проверка по серийному номеру на официальном сайте) </p>
<p>😍Не забудь добавить в ИЗБРАННОЕ и заглянуть в наш ПРОФИЛЬ, всё самое актуальное в полном ассортименте именно там.</p>
<p>🤩ПОДПИШИСЬ, чтобы не пропустить выгодные Акции и новые предложения. </p>
<p>🤑Не откладывай покупку на завтра , ЗВОНИ/ПИШИ прямо сейчас!</p>

",Новое,88005509022,Товар приобретен на продажу,Redmi 14C,Телефоны,"г. Чита, ул. Шилова 100 ТЦ Макси",4 ГБ,128 ГБ,iSmart,Да,863464073117529,,,,
296,iSmartChita,4560266323,MZB0HQ7RU,Xiaomi Redmi 14C 128 ГБ/4 ГБ черный,Xiaomi,http://res.cloudinary.com/avitophoto/image/upload/v1732157640/MZB0HQ7RU/1_ea6mpt.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157642/MZB0HQ7RU/2_keqnn5.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157644/MZB0HQ7RU/3_k0r1oa.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157646/MZB0HQ7RU/4_utcpmk.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732157648/MZB0HQ7RU/5_jrw7ud.jpg,,10990,Мобильные телефоны,черный,"<p>___________________________________</p> 
<p>Все модели, цвета и объемы памяти в полном ассортименте, а также сопутствующие аксессуары к ним в НАЛИЧИИ, Вы найдёте в нашем профиле и в нашем салоне iSmart</p>
<p>🛒Кассовый, товарный и гарантийный талон с серийным номером при покупке.🆕Запечатан, не активирован, новый. </p>
<p>ГАРАНТИЙНОЕ ОБСЛУЖИВАНИЕ в течении года.💵СПОСОБЫ ОПЛАТЫ ⬇️⬇️⬇️✅наличными при получении 💵✅кредит 💰 </p>
<p>🛍Мы продаем только только НОВУЮ и ОРИГИНАЛЬНУЮ технику с гарантией абсолютно на весь товар(проверка по серийному номеру на официальном сайте) </p>
<p>😍Не забудь добавить в ИЗБРАННОЕ и заглянуть в наш ПРОФИЛЬ, всё самое актуальное в полном ассортименте именно там.</p>
<p>🤩ПОДПИШИСЬ, чтобы не пропустить выгодные Акции и новые предложения. </p>
<p>🤑Не откладывай покупку на завтра , ЗВОНИ/ПИШИ прямо сейчас!</p>

",Новое,88005509022,Товар приобретен на продажу,Redmi 14C,Телефоны,"г. Чита, ул. Шилова 100 ТЦ Макси",4 ГБ,128 ГБ,iSmart,Да,861139077999427,,,,
297,iSmartChita,4559739569,MZB0HVLRU,Xiaomi Redmi 14C 256 ГБ/8 ГБ синий,Xiaomi,http://res.cloudinary.com/avitophoto/image/upload/v1732158060/MZB0HVLRU/1_tbtuvr.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732158062/MZB0HVLRU/2_if9xfv.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732158063/MZB0HVLRU/3_nprpio.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732158065/MZB0HVLRU/4_ei16nm.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732158067/MZB0HVLRU/5_pxxgts.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732158069/MZB0HVLRU/6_i3v0qt.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732158071/MZB0HVLRU/7_w45kjl.jpg,,13990,Мобильные телефоны,синий,"<p>___________________________________</p> 
<p>Все модели, цвета и объемы памяти в полном ассортименте, а также сопутствующие аксессуары к ним в НАЛИЧИИ, Вы найдёте в нашем профиле и в нашем салоне iSmart</p>
<p>🛒Кассовый, товарный и гарантийный талон с серийным номером при покупке.🆕Запечатан, не активирован, новый. </p>
<p>ГАРАНТИЙНОЕ ОБСЛУЖИВАНИЕ в течении года.💵СПОСОБЫ ОПЛАТЫ ⬇️⬇️⬇️✅наличными при получении 💵✅кредит 💰 </p>
<p>🛍Мы продаем только только НОВУЮ и ОРИГИНАЛЬНУЮ технику с гарантией абсолютно на весь товар(проверка по серийному номеру на официальном сайте) </p>
<p>😍Не забудь добавить в ИЗБРАННОЕ и заглянуть в наш ПРОФИЛЬ, всё самое актуальное в полном ассортименте именно там.</p>
<p>🤩ПОДПИШИСЬ, чтобы не пропустить выгодные Акции и новые предложения. </p>
<p>🤑Не откладывай покупку на завтра , ЗВОНИ/ПИШИ прямо сейчас!</p>

",Новое,88005509022,Товар приобретен на продажу,Redmi 14C,Телефоны,"г. Чита, ул. Шилова 100 ТЦ Макси",8 ГБ,256 ГБ,iSmart,Да,863724071296629,,,,
298,iSmartChita,4559887768,MZB0HW9RU,Xiaomi Redmi 14C 256 ГБ/8 ГБ фиолетовый,Xiaomi,http://res.cloudinary.com/avitophoto/image/upload/v1732159230/MZB0HW9RU/1_cuoiad.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732159231/MZB0HW9RU/2_e16xh5.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732159233/MZB0HW9RU/3_nxcq3l.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732159235/MZB0HW9RU/6_lawds7.jpg | http://res.cloudinary.com/avitophoto/image/upload/v1732159238/MZB0HW9RU/7_vxflvp.jpg,,13990,Мобильные телефоны,фиолетовый,"<p>___________________________________</p> 
<p>Все модели, цвета и объемы памяти в полном ассортименте, а также сопутствующие аксессуары к ним в НАЛИЧИИ, Вы найдёте в нашем профиле и в нашем салоне iSmart</p>
<p>🛒Кассовый, товарный и гарантийный талон с серийным номером при покупке.🆕Запечатан, не активирован, новый. </p>
<p>ГАРАНТИЙНОЕ ОБСЛУЖИВАНИЕ в течении года.💵СПОСОБЫ ОПЛАТЫ ⬇️⬇️⬇️✅наличными при получении 💵✅кредит 💰 </p>
<p>🛍Мы продаем только только НОВУЮ и ОРИГИНАЛЬНУЮ технику с гарантией абсолютно на весь товар(проверка по серийному номеру на официальном сайте) </p>
<p>😍Не забудь добавить в ИЗБРАННОЕ и заглянуть в наш ПРОФИЛЬ, всё самое актуальное в полном ассортименте именно там.</p>
<p>🤩ПОДПИШИСЬ, чтобы не пропустить выгодные Акции и новые предложения. </p>
<p>🤑Не откладывай покупку на завтра , ЗВОНИ/ПИШИ прямо сейчас!</p>

",Новое,88005509022,Товар приобретен на продажу,Redmi 14C,Телефоны,"г. Чита, ул. Шилова 100 ТЦ Макси",8 ГБ,256 ГБ,iSmart,Да,861139079494229,,,,
